    0.00000	   54.69256
    2.81086	   54.69256
    5.62172	   54.69256
    8.43259	   54.69256
   11.24345	   54.69256
   14.05431	   54.69256
   16.86517	   54.69256
   19.67603	   54.69256
   22.48689	   54.69256
   25.29776	   54.69256
   28.10862	   54.69256
   30.91948	   54.69256
   33.73034	   54.69256
   36.54120	   54.69256
   39.35207	   54.69256
   42.16293	   54.69256
   44.97379	   54.69256
   47.78465	   54.69256
   50.59551	   54.69256
   53.40637	   54.69256
   56.21724	   54.69256
   59.02810	   54.69256
   61.83896	   54.69256
   64.64982	   54.69256
   67.46068	   54.69256
   70.27155	   54.69256
   73.08241	   54.69256
   75.89327	   54.69256
   78.70413	   54.69256
   81.51499	   54.69256
   84.32585	   54.69256
   87.13672	   54.69256
   89.94758	   54.69256
   92.75844	   54.69256
   95.56930	   54.69256
   98.38016	   54.69256
  101.19103	   54.69256
  104.00189	   54.69256
  106.81275	   54.69256
  109.62361	   54.69256
  112.43447	   54.68262
  115.24533	   54.60577
  118.05620	   54.45277
  120.86706	   54.22329
  123.67792	   53.91681
  126.48878	   53.53265
  129.29964	   53.06994
  132.11051	   52.52760
  134.92137	   51.90436
  137.73223	   51.19870
  140.54309	   50.40889
  143.35395	   49.53290
  146.16481	   48.56842
  148.97568	   47.51281
  151.78654	   46.36305
  154.59740	   45.11571
  157.40826	   43.76686
  160.21912	   42.31202
  163.02999	   40.74607
  165.84085	   39.12321
  168.65171	   37.50036
  171.46257	   35.87751
  174.27343	   34.25466
  177.08430	   32.63181
  179.89516	   31.00896
  182.70602	   29.38610
  185.51688	   27.76325
  188.32774	   26.17110
  191.13860	   24.85670
  193.94947	   23.84199
  196.76033	   23.09907
  199.57119	   22.60972
  202.38205	   22.36279
  203.90498	   22.32814
  206.71584	   22.80423
  209.52670	   23.75608
  212.33756	   24.70738
  215.14842	   25.65810
  217.95929	   26.60820
  220.77015	   27.55763
  223.58101	   28.50637
  226.39187	   29.45435
  229.20273	   30.40152
  232.01359	   31.34781
  234.82446	   32.29316
  237.63532	   33.23747
  240.44618	   34.18066
  243.25704	   35.12262
  246.06790	   36.06319
  248.87877	   37.00224
  251.68963	   37.93957
  254.50049	   38.87496
  257.31135	   39.80810
  260.12221	   40.73863
  262.93308	   41.66606
  265.74394	   42.58973
  268.55480	   43.50870
  271.36566	   44.42161
  274.17652	   45.32614
  276.98738	   46.21817
  279.79825	   47.08818
  281.08618	   47.47260
